1779235200000000,76677.18000000,76685.58000000,76500.00000000,76685.58000000,0.02673000,1779238799999999,2044.97153360,18,0.00060000,46.00966800,0
1779238800000000,76696.38000000,76696.38000000,76550.73000000,76696.38000000,0.02804000,1779242399999999,2147.38068570,6,0.00798000,611.04490710,0
1779242400000000,76740.23000000,76803.28000000,76283.47000000,76283.47000000,0.24111000,1779245999999999,18438.28784860,23,0.00071000,54.48934630,0
1779246000000000,76583.73000000,76583.73000000,76583.73000000,76583.73000000,0.00092000,1779249599999999,70.45703160,1,0.00092000,70.45703160,0
1779249600000000,76725.56000000,76754.39000000,76700.00000000,76700.00000000,0.01125000,1779253199999999,863.18017220,9,0.00670000,514.16540220,0
1779253200000000,77029.37000000,77176.44000000,77029.37000000,77176.44000000,0.01385000,1779256799999999,1067.87368320,8,0.01320000,1017.70899720,0
1779256800000000,77176.44000000,77176.44000000,77176.44000000,77176.44000000,0.00000000,1779260399999999,0.00000000,0,0.00000000,0.00000000,0
1779260400000000,77329.77000000,77331.75000000,77197.73000000,77197.73000000,0.03031000,1779263999999999,2342.78238900,8,0.02693000,2081.85406160,0
1779264000000000,77197.73000000,77525.79000000,77197.73000000,77405.92000000,0.02633000,1779267599999999,2039.11673830,14,0.00232000,179.40618270,0
1779267600000000,77363.80000000,77723.18000000,77321.71000000,77403.45000000,0.30744000,1779271199999999,23827.89860570,37,0.30736000,23821.70950170,0
1779271200000000,77498.45000000,77519.06000000,77473.98000000,77475.70000000,0.02101000,1779274799999999,1627.98166300,6,0.01419000,1099.44223400,0
1779274800000000,77481.42000000,77481.42000000,77363.80000000,77363.80000000,0.03003000,1779278399999999,2324.48937320,7,0.02995000,2318.30026920,0
1779278400000000,77411.13000000,77658.02000000,77339.87000000,77557.93000000,0.01606000,1779281999999999,1245.86586630,12,0.01285000,996.82816790,0
1779282000000000,77538.94000000,77538.94000000,76918.21000000,77130.61000000,0.03903000,1779285599999999,3013.02811810,51,0.01273000,982.56732440,0
1779285600000000,77092.63000000,77464.05000000,76857.81000000,77464.05000000,0.14128000,1779289199999999,10912.84668290,51,0.02214000,1712.15069040,0
1779289200000000,77332.51000000,77739.63000000,77263.40000000,77363.80000000,0.04009000,1779292799999999,3106.01881170,22,0.02404000,1863.15250690,0
1779292800000000,77379.68000000,77420.59000000,77123.06000000,77244.19000000,0.01198000,1779296399999999,925.58572030,10,0.01081000,835.04655960,0
1779296400000000,77232.01000000,77586.38000000,77220.95000000,77496.31000000,0.01454000,1779299999999999,1126.30401250,11,0.01335000,1034.32704660,0
1779300000000000,77472.61000000,77567.50000000,77326.74000000,77405.24000000,0.01183000,1779303599999999,916.50690070,12,0.00988000,765.58242140,0
1779303600000000,77342.00000000,77649.77000000,77329.52000000,77649.77000000,0.02605000,1779307199999999,2018.53921550,10,0.01828000,1417.56284750,0
1779307200000000,77544.45000000,77607.98000000,77442.02000000,77595.78000000,0.01367000,1779310799999999,1060.68867350,6,0.01367000,1060.68867350,0
1779310800000000,77556.95000000,77556.95000000,77531.56000000,77531.56000000,0.00566000,1779314399999999,438.90936980,2,0.00566000,438.90936980,0
1779314400000000,77369.44000000,77418.93000000,77252.16000000,77373.40000000,0.00985000,1779317999999999,762.17155440,16,0.00842000,651.55470510,0
1779318000000000,77373.40000000,77435.42000000,77367.30000000,77435.42000000,0.01504000,1779321599999999,1163.75893180,4,0.00134000,103.74335180,0
